,UNIQUEID,DRUG,SOURCE,METHOD_3,PHENOTYPE,METHOD_MIC
5029,site.10.subj.YA00058613.lab.YA00058613.iso.1,BDQ,NICD,MGIT960,S,
5030,site.10.subj.YA00023349.lab.YA00023349.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
5031,site.10.subj.YA00134710.lab.YA00134710.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
5032,site.10.subj.YA00103164.lab.YA00103164.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
5033,site.10.subj.YA00105996.lab.YA00105996.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
5034,site.10.subj.YA00046653.lab.YA00046653.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
5035,site.10.subj.YA00038292.lab.YA00038292.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
5036,site.10.subj.YA00105401.lab.YA00105401.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
5037,site.10.subj.YA00126801.lab.YA00126801.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
5038,site.10.subj.YA00100667.lab.YA00100667.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
5039,site.10.subj.YA00080367.lab.YA00080367.iso.1,BDQ,NICD,MGIT960,S,
5040,site.10.subj.IH00534256.lab.IH00534256.iso.1,BDQ,NICD,MGIT960,R,
5041,site.10.subj.YA00027884.lab.YA00027884.iso.1,BDQ,NICD,MGIT960,S,
5042,site.10.subj.YA00046969.lab.YA00046969.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.25
5043,site.10.subj.YA00018009.lab.YA00018009.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.12
5044,site.10.subj.TD02913145.lab.TD02913145.iso.1,BDQ,NICD,MGIT960,R,
5045,site.10.subj.YA00043548.lab.YA00043548.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
5046,site.10.subj.LD02764958.lab.LD02764958.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
5047,site.10.subj.YA00105805.lab.YA00105805.iso.1,BDQ,NICD,MGIT960,R,
5048,site.10.subj.XD02033956.lab.XD02033956.iso.1,BDQ,NICD,MGIT960,S,
5049,site.10.subj.YA00099963.lab.YA00099963.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
5050,site.10.subj.YA00046961.lab.YA00046961.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.25
5051,site.10.subj.YA00068655.lab.YA00068655.iso.1,BDQ,NICD,MGIT960,S,
5052,site.10.subj.YA00021498.lab.YA00021498.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
5053,site.10.subj.BC01952772.lab.BC01952772.iso.1,BDQ,NICD,MGIT960,R,
5054,site.10.subj.JD00874584.lab.JD00874584.iso.1,BDQ,NICD,MGIT960,R,
5055,site.10.subj.YA00021572.lab.YA00021572.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
5056,site.10.subj.LA00677490.lab.LA00677490.iso.1,BDQ,NICD,MGIT960,R,
5057,site.10.subj.YA00046978.lab.YA00046978.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
5058,site.10.subj.YA00093120.lab.YA00093120.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.12
5059,site.10.subj.XD01303666.lab.XD01303666.iso.1,BDQ,NICD,MGIT960,R,
5060,site.10.subj.JG01483576.lab.JG01483576.iso.1,BDQ,NICD,MGIT960,R,
5061,site.10.subj.YA00125775.lab.YA00125775.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
5062,site.10.subj.WM00221531.lab.WM00221531.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
5063,site.10.subj.YA00059190.lab.YA00059190.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
5064,site.10.subj.OA01966887.lab.OA01966887.iso.1,BDQ,NICD,MGIT960,R,
5065,site.10.subj.EL00561628.lab.EL00561628.iso.1,BDQ,NICD,MGIT960,R,
5066,site.10.subj.YA00084838.lab.YA00084838.iso.1,BDQ,NICD,MGIT960,S,
5067,site.10.subj.YA00089216.lab.YA00089216.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
5068,site.10.subj.YA00128355.lab.YA00128355.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
5069,site.10.subj.XD02502177.lab.XD02502177.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
5070,site.10.subj.YA00044774.lab.YA00044774.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
5071,site.10.subj.YA00126380.lab.YA00126380.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
5072,site.10.subj.LD03500072.lab.LD03500072.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
5073,site.10.subj.KA00473613.lab.KA00473613.iso.1,BDQ,NICD,MGIT960,R,
5074,site.10.subj.XD02600741.lab.XD02600741.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.12
5075,site.10.subj.LA00996288.lab.LA00996288.iso.1,BDQ,NICD,MGIT960,R,
5076,site.10.subj.YA00058397.lab.YA00058397.iso.1,BDQ,NICD,MGIT960,R,
5077,site.10.subj.YA00083533.lab.YA00083533.iso.1,BDQ,NICD,MGIT960,S,
5078,site.10.subj.CC00435486.lab.CC00435486.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.25
5079,site.10.subj.TRL0119627.lab.TRL0119627.iso.1,BDQ,NICD,MGIT960,R,
5080,site.10.subj.YA00036406.lab.YA00036406.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
5081,site.10.subj.YA00104934.lab.YA00104934.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.12
5082,site.10.subj.ID00435387.lab.ID00435387.iso.1,BDQ,NICD,MGIT960,R,
5083,site.10.subj.YA00020215.lab.YA00020215.iso.1,BDQ,NICD,MGIT960,R,
5084,site.10.subj.YA00076004.lab.YA00076004.iso.1,BDQ,NICD,MGIT960,S,
5085,site.10.subj.YA00034492.lab.YA00034492.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
5086,site.10.subj.TD02566481.lab.TD02566481.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
5087,site.10.subj.YA00089951.lab.YA00089951.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.12
5088,site.10.subj.YA00102493.lab.YA00102493.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
5089,site.10.subj.UH01251134.lab.UH01251134.iso.1,BDQ,NICD,MGIT960,R,
5090,site.10.subj.YA00086453.lab.YA00086453.iso.1,BDQ,NICD,MGIT960,S,
5091,site.10.subj.YA00099990.lab.YA00099990.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
5092,site.10.subj.YA00027202.lab.YA00027202.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
5093,site.10.subj.PE00293198.lab.PE00293198.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
5094,site.10.subj.YA00106048.lab.YA00106048.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
5095,site.10.subj.UH01230314.lab.UH01230314.iso.1,BDQ,NICD,MGIT960,R,
5096,site.10.subj.YA00024163.lab.YA00024163.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
5097,site.10.subj.QF01916203.lab.QF01916203.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
5098,site.10.subj.JC00987973.lab.JC00987973.iso.1,BDQ,NICD,MGIT960,R,
5099,site.10.subj.YA00026325.lab.YA00026325.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
5100,site.10.subj.TD03223968.lab.TD03223968.iso.1,BDQ,NICD,MGIT960,R,
5101,site.10.subj.TD03150685.lab.TD03150685.iso.1,BDQ,NICD,MGIT960,R,
5102,site.10.subj.JA00751573.lab.JA00751573.iso.1,BDQ,NICD,MGIT960,S,
5103,site.10.subj.IE00806700.lab.IE00806700.iso.1,BDQ,NICD,MGIT960,R,
5104,site.10.subj.UH01192938.lab.UH01192938.iso.1,BDQ,NICD,MGIT960,R,
5105,site.10.subj.YA00083026.lab.YA00083026.iso.1,BDQ,NICD,MGIT960,S,
5106,site.10.subj.YA00024080.lab.YA00024080.iso.1,BDQ,NICD,MGIT960,S,
5107,site.10.subj.YA00038890.lab.YA00038890.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
5108,site.10.subj.BC01402523.lab.BC01402523.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
5109,site.10.subj.YA00018313.lab.YA00018313.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
5110,site.10.subj.YA00065086.lab.YA00065086.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
5111,site.10.subj.YA00099981.lab.YA00099981.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
5112,site.10.subj.YA00024464.lab.YA00024464.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
5113,site.10.subj.YA00034478.lab.YA00034478.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
5114,site.10.subj.YA00088981.lab.YA00088981.iso.1,BDQ,NICD,MGIT960,R,
5115,site.10.subj.YA00028138.lab.YA00028138.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.25
5116,site.10.subj.UH01517160.lab.UH01517160.iso.1,BDQ,NICD,MGIT960,R,
5117,site.10.subj.BC01408453.lab.BC01408453.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.12
5118,site.10.subj.UH01208742.lab.UH01208742.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.25
5119,site.10.subj.JD00824015.lab.JD00824015.iso.1,BDQ,NICD,MGIT960,R,
5120,site.10.subj.YA00099908.lab.YA00099908.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
5121,site.10.subj.YA00100046.lab.YA00100046.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
5122,site.10.subj.YA00126387.lab.YA00126387.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
5123,site.10.subj.XD00958179.lab.XD00958179.iso.1,BDQ,NICD,MGIT960,R,
5124,site.10.subj.YA00059503.lab.YA00059503.iso.1,BDQ,NICD,MGIT960,S,
5125,site.10.subj.WB00391041.lab.WB00391041.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
5126,site.10.subj.YA00021490.lab.YA00021490.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
5127,site.10.subj.TC00956235.lab.TC00956235.iso.1,BDQ,NICD,MGIT960,R,
5128,site.10.subj.YA00058128.lab.YA00058128.iso.1,BDQ,NICD,MGIT960,R,
5129,site.10.subj.YA00105889.lab.YA00105889.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.12
5130,site.10.subj.YA00026337.lab.YA00026337.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
5131,site.10.subj.YA00056250.lab.YA00056250.iso.1,BDQ,NICD,MGIT960,R,
5132,site.10.subj.YA00034061.lab.YA00034061.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
5133,site.10.subj.YA00036417.lab.YA00036417.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
5134,site.10.subj.YA00161030.lab.YA00161030.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
5135,site.10.subj.YA00070269.lab.YA00070269.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
5136,site.10.subj.YA00003300.lab.YA00003300.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
5137,site.10.subj.OS00418401.lab.OS00418401.iso.1,BDQ,NICD,MGIT960,R,
5138,site.10.subj.CG04874105.lab.CG04874105.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
5139,site.10.subj.CE05216429.lab.CE05216429.iso.1,BDQ,NICD,MGIT960,R,
5140,site.10.subj.YA00023786.lab.YA00023786.iso.1,BDQ,NICD,MGIT960,S,
5141,site.10.subj.YA00090419.lab.YA00090419.iso.1,BDQ,NICD,MGIT960,S,
5142,site.10.subj.JE02434287.lab.JE02434287.iso.1,BDQ,NICD,MGIT960,R,
5143,site.10.subj.YA00105940.lab.YA00105940.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
5144,site.10.subj.XD02375482.lab.XD02375482.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
5145,site.10.subj.YA00024316.lab.YA00024316.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.25
5146,site.10.subj.YA00089959.lab.YA00089959.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
5147,site.10.subj.YA00074700.lab.YA00074700.iso.1,BDQ,NICD,MGIT960,S,
5148,site.10.subj.YA00099085.lab.YA00099085.iso.1,BDQ,NICD,MGIT960,R,
5149,site.10.subj.NF01033597.lab.NF01033597.iso.1,BDQ,NICD,MGIT960,R,
5150,site.10.subj.XD02339496.lab.XD02339496.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.25
5151,site.10.subj.YA00032976.lab.YA00032976.iso.1,BDQ,NICD,MGIT960,R,
5152,site.10.subj.YA00165972.lab.YA00165972.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
5153,site.10.subj.YA00028564.lab.YA00028564.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
5154,site.10.subj.YA00080298.lab.YA00080298.iso.1,BDQ,NICD,MGIT960,R,
5155,site.10.subj.YA00101754.lab.YA00101754.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
5156,site.10.subj.YA00026188.lab.YA00026188.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
5157,site.10.subj.UH01275143.lab.UH01275143.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.25
5158,site.10.subj.YA00102492.lab.YA00102492.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
5159,site.10.subj.YA00027778.lab.YA00027778.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
5160,site.10.subj.YA00075991.lab.YA00075991.iso.1,BDQ,NICD,MGIT960,S,
5161,site.10.subj.YA00021489.lab.YA00021489.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
5162,site.10.subj.YA00030665.lab.YA00030665.iso.1,BDQ,NICD,MGIT960,R,
5163,site.10.subj.UH00108233.lab.UH00108233.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
5164,site.10.subj.YA00071169.lab.YA00071169.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
5165,site.10.subj.YA00080306.lab.YA00080306.iso.1,BDQ,NICD,MGIT960,S,
5166,site.10.subj.YA00100102.lab.YA00100102.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
5167,site.10.subj.KD01550573.lab.KD01550573.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
5168,site.10.subj.TA00293785.lab.TA00293785.iso.1,BDQ,NICD,MGIT960,R,
5169,site.10.subj.YA00071177.lab.YA00071177.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.12
5170,site.10.subj.YA00126335.lab.YA00126335.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
5171,site.10.subj.VE00263302.lab.VE00263302.iso.1,BDQ,NICD,MGIT960,R,
5172,site.10.subj.YA00073369.lab.YA00073369.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
5173,site.10.subj.YA00050842.lab.YA00050842.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
5174,site.10.subj.TD00249841.lab.TD00249841.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.25
5175,site.10.subj.YA00030217.lab.YA00030217.iso.1,BDQ,NICD,MGIT960,S,
5176,site.10.subj.BC01282157.lab.BC01282157.iso.1,BDQ,NICD,MGIT960,R,
5177,site.10.subj.YA00024449.lab.YA00024449.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
5178,site.10.subj.YA00017426.lab.YA00017426.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
5179,site.10.subj.YA00010812.lab.YA00010812.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.12
5180,site.10.subj.BC02025022.lab.BC02025022.iso.1,BDQ,NICD,MGIT960,R,
5181,site.10.subj.YA00134704.lab.YA00134704.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.12
5182,site.10.subj.YA00024146.lab.YA00024146.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
5183,site.10.subj.PS01290709.lab.PS01290709.iso.1,BDQ,NICD,MGIT960,R,
5184,site.10.subj.WE00315211.lab.WE00315211.iso.1,BDQ,NICD,MGIT960,R,
5185,site.10.subj.YA00165977.lab.YA00165977.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
5186,site.10.subj.XD03263261.lab.XD03263261.iso.1,BDQ,NICD,MGIT960,R,
5187,site.10.subj.YA00089649.lab.YA00089649.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
5188,site.10.subj.YA00194374.lab.YA00194374.iso.1,BDQ,NICD,MGIT960,R,
5189,site.10.subj.YA00103161.lab.YA00103161.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
5190,site.10.subj.YA00194914.lab.YA00194914.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.12
5191,site.10.subj.XD03995819.lab.XD03995819.iso.1,BDQ,NICD,MGIT960,R,
5192,site.10.subj.XD02156639.lab.XD02156639.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.25
5193,site.10.subj.YA00038888.lab.YA00038888.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
5194,site.10.subj.UH01212918.lab.UH01212918.iso.1,BDQ,CRyPTIC,UKMYC6,R,0.5
5195,site.10.subj.YA00185425.lab.YA00185425.iso.1,BDQ,NICD,MGIT960,R,
5196,site.10.subj.YA00104268.lab.YA00104268.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.12
5197,site.10.subj.YA00046971.lab.YA00046971.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
5198,site.10.subj.PS01132904.lab.PS01132904.iso.1,BDQ,NICD,MGIT960,R,
5199,site.10.subj.YA00128323.lab.YA00128323.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
5200,site.10.subj.YA00106050.lab.YA00106050.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
5201,site.10.subj.OS00533884.lab.OS00533884.iso.1,BDQ,NICD,MGIT960,R,
5202,site.10.subj.TH00943313.lab.TH00943313.iso.1,BDQ,NICD,MGIT960,R,
5203,site.10.subj.KD01839705.lab.KD01839705.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
5204,site.10.subj.YA00090393.lab.YA00090393.iso.1,BDQ,NICD,MGIT960,S,
5205,site.10.subj.UH01893876.lab.UH01893876.iso.1,BDQ,NICD,MGIT960,R,
5206,site.10.subj.XG00327975.lab.XG00327975.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
5207,site.10.subj.YA00028561.lab.YA00028561.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
5208,site.10.subj.WK00312077.lab.WK00312077.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.12
5209,site.10.subj.YA00026333.lab.YA00026333.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
5210,site.10.subj.YA00044242.lab.YA00044242.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
5211,site.10.subj.YA00058432.lab.YA00058432.iso.1,BDQ,NICD,MGIT960,S,
5212,site.10.subj.YA00030329.lab.YA00030329.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.12
5213,site.10.subj.YA00039526.lab.YA00039526.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
5214,site.10.subj.YA00161046.lab.YA00161046.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
5215,site.10.subj.TD03261297.lab.TD03261297.iso.1,BDQ,NICD,MGIT960,R,
5216,site.10.subj.YA00010209.lab.YA00010209.iso.1,BDQ,NICD,MGIT960,R,
5217,site.10.subj.YA00068732.lab.YA00068732.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
5218,site.10.subj.QA00086728.lab.QA00086728.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
5219,site.10.subj.CE04366774.lab.CE04366774.iso.1,BDQ,NICD,MGIT960,R,
5220,site.10.subj.TI00061157.lab.TI00061157.iso.1,BDQ,NICD,MGIT960,R,
5221,site.10.subj.YA00134524.lab.YA00134524.iso.1,BDQ,NICD,MGIT960,S,
5222,site.10.subj.XD01333944.lab.XD01333944.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
5223,site.10.subj.YA00008560.lab.YA00008560.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
5224,site.10.subj.YA00027946.lab.YA00027946.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
5225,site.10.subj.YA00100054.lab.YA00100054.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
5226,site.10.subj.YA00089952.lab.YA00089952.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
5227,site.10.subj.XD03377431.lab.XD03377431.iso.1,BDQ,NICD,MGIT960,R,
5228,site.10.subj.WF00218458.lab.WF00218458.iso.1,BDQ,NICD,MGIT960,R,
5229,site.10.subj.YA00062162.lab.YA00062162.iso.1,BDQ,NICD,MGIT960,S,
5230,site.10.subj.YA00122414.lab.YA00122414.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
5231,site.10.subj.YA00102059.lab.YA00102059.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
5232,site.10.subj.YA00122417.lab.YA00122417.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
5233,site.10.subj.YA00102063.lab.YA00102063.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
5234,site.10.subj.YA00070706.lab.YA00070706.iso.1,BDQ,NICD,MGIT960,S,
5235,site.10.subj.JE01389322.lab.JE01389322.iso.1,BDQ,NICD,MGIT960,R,
5236,site.10.subj.YA00027701.lab.YA00027701.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
5237,site.10.subj.OS00531081.lab.OS00531081.iso.1,BDQ,NICD,MGIT960,R,
5238,site.10.subj.YA00188540.lab.YA00188540.iso.1,BDQ,NICD,MGIT960,R,
5239,site.10.subj.EH00410734.lab.EH00410734.iso.1,BDQ,NICD,MGIT960,R,
5240,site.10.subj.UH01321968.lab.UH01321968.iso.1,BDQ,NICD,MGIT960,R,
5241,site.10.subj.YA00109067.lab.YA00109067.iso.1,BDQ,NICD,MGIT960,R,
5242,site.10.subj.YA00062195.lab.YA00062195.iso.1,BDQ,NICD,MGIT960,R,
5243,site.10.subj.YA00073443.lab.YA00073443.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
5244,site.10.subj.YA00089973.lab.YA00089973.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
5245,site.10.subj.YA00105980.lab.YA00105980.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
5246,site.10.subj.YA00038869.lab.YA00038869.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
5247,site.10.subj.YA00093797.lab.YA00093797.iso.1,BDQ,NICD,MGIT960,S,
5248,site.10.subj.BC01820023.lab.BC01820023.iso.1,BDQ,NICD,MGIT960,R,
5249,site.10.subj.YA00166005.lab.YA00166005.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
5250,site.10.subj.YA00060150.lab.YA00060150.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.12
5251,site.10.subj.IK02646117.lab.IK02646117.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
5252,site.10.subj.YA00039132.lab.YA00039132.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
5253,site.10.subj.PS00990747.lab.PS00990747.iso.1,BDQ,NICD,MGIT960,R,
5254,site.10.subj.YA00162448.lab.YA00162448.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
5255,site.10.subj.YA00051698.lab.YA00051698.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
5256,site.10.subj.YA00046930.lab.YA00046930.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
5257,site.10.subj.YA00028784.lab.YA00028784.iso.1,BDQ,NICD,MGIT960,S,
5258,site.10.subj.YA00129030.lab.YA00129030.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
5259,site.10.subj.UH01659771.lab.UH01659771.iso.1,BDQ,NICD,MGIT960,R,
5260,site.10.subj.YA00020667.lab.YA00020667.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
5261,site.10.subj.YA00024564.lab.YA00024564.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.12
5262,site.10.subj.YA00093496.lab.YA00093496.iso.1,BDQ,NICD,MGIT960,S,
5263,site.10.subj.YA00058293.lab.YA00058293.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
5264,site.10.subj.YA00168309.lab.YA00168309.iso.1,BDQ,NICD,MGIT960,R,
5265,site.10.subj.YA00038758.lab.YA00038758.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
5266,site.10.subj.YA00077753.lab.YA00077753.iso.1,BDQ,NICD,MGIT960,S,
5267,site.10.subj.YA00106055.lab.YA00106055.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
5268,site.10.subj.YA00071688.lab.YA00071688.iso.1,BDQ,NICD,MGIT960,R,
5269,site.10.subj.RD00093870.lab.RD00093870.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
5270,site.10.subj.YA00161040.lab.YA00161040.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
5271,site.10.subj.UH00929663.lab.UH00929663.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
5272,site.10.subj.YA00126240.lab.YA00126240.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
5273,site.10.subj.XD01001332.lab.XD01001332.iso.1,BDQ,NICD,MGIT960,R,
5274,site.10.subj.YA00022353.lab.YA00022353.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
5275,site.10.subj.YA00027815.lab.YA00027815.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
5276,site.10.subj.YA00134708.lab.YA00134708.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
5277,site.10.subj.YA00038954.lab.YA00038954.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
5278,site.10.subj.YA00129006.lab.YA00129006.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
5279,site.10.subj.YA00078085.lab.YA00078085.iso.1,BDQ,NICD,MGIT960,S,
5280,site.10.subj.YA00101762.lab.YA00101762.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
5281,site.10.subj.XD02671061.lab.XD02671061.iso.1,BDQ,NICD,MGIT960,R,
5282,site.10.subj.YA00028553.lab.YA00028553.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
5283,site.10.subj.YA00106056.lab.YA00106056.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
5284,site.10.subj.YA00101763.lab.YA00101763.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.12
5285,site.10.subj.YA00099955.lab.YA00099955.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
5286,site.10.subj.XD02631389.lab.XD02631389.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.25
5287,site.10.subj.XD01477974.lab.XD01477974.iso.1,BDQ,NICD,MGIT960,S,
5288,site.10.subj.XK00954646.lab.XK00954646.iso.1,BDQ,NICD,MGIT960,R,
5289,site.10.subj.YA00056356.lab.YA00056356.iso.1,BDQ,NICD,MGIT960,R,
5290,site.10.subj.YA00069854.lab.YA00069854.iso.1,BDQ,NICD,MGIT960,S,
5291,site.10.subj.BC01883395.lab.BC01883395.iso.1,BDQ,NICD,MGIT960,R,
